case_id,record_id,task_type,scenario_family,candidate_agent,candidate_cluster_type,task_profile,contextual_warning,expected_action,expected_reason,expected_safe_host,utility
S4_ALI_00547_C3,ALI_00547,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.02 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.3221
S4_ALI_00547_C4,ALI_00547,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.02 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2458
S4_ALI_00547_C5,ALI_00547,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.02 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.0336
S4_ALI_00548_C1,ALI_00548,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 6.83 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.2293
S4_ALI_00548_C2,ALI_00548,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 6.83 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2294
S4_ALI_00548_C3,ALI_00548,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 6.83 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3689
S4_ALI_00548_C4,ALI_00548,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 6.83 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2926
S4_ALI_00548_C5,ALI_00548,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 6.83 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0804
S4_ALI_00549_C1,ALI_00549,recommendation_stream,unseen_task,A1,general_gpu_edge,"Deploy a lower-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 0.05 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: user_profile_awareness.",,accept,resource_feasible,A3,0.4494
S4_ALI_00549_C2,ALI_00549,recommendation_stream,unseen_task,A2,energy_efficient_edge,"Deploy a lower-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 0.05 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: user_profile_awareness.",,refuse,resource_overload,A3,0.4324
S4_ALI_00549_C3,ALI_00549,recommendation_stream,unseen_task,A3,low_latency_gpu_edge,"Deploy a lower-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 0.05 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: user_profile_awareness.",,accept,best_utility_feasible,A3,0.5251
S4_ALI_00549_C4,ALI_00549,recommendation_stream,unseen_task,A4,privacy_trusted_edge,"Deploy a lower-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 0.05 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: user_profile_awareness.",,accept,resource_feasible,A3,0.4735
S4_ALI_00549_C5,ALI_00549,recommendation_stream,unseen_task,A5,burstable_gpu_edge,"Deploy a lower-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 0.05 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: user_profile_awareness.",,refuse,resource_overload,A3,0.3744
S4_ALI_00550_C1,ALI_00550,computer_vision_stream,conflict_resolution,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.11 GPU units and has observed duration 5.58 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,conflict_risk,A3,0.3465
S4_ALI_00550_C2,ALI_00550,computer_vision_stream,conflict_resolution,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.11 GPU units and has observed duration 5.58 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,accept,resource_feasible,A3,0.3865
S4_ALI_00550_C3,ALI_00550,computer_vision_stream,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.11 GPU units and has observed duration 5.58 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,accept,best_utility_feasible,A3,0.5448
S4_ALI_00550_C4,ALI_00550,computer_vision_stream,conflict_resolution,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.11 GPU units and has observed duration 5.58 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,accept,resource_feasible,A3,0.4560
S4_ALI_00550_C5,ALI_00550,computer_vision_stream,conflict_resolution,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.11 GPU units and has observed duration 5.58 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,latency_risk,A3,0.2019
S4_ALI_00551_C1,ALI_00551,recommendation_stream,conflict_resolution,A1,general_gpu_edge,"Deploy a high-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 16.31 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,conflict_risk,NONE,0.2145
S4_ALI_00551_C2,ALI_00551,recommendation_stream,conflict_resolution,A2,energy_efficient_edge,"Deploy a high-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 16.31 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2544
S4_ALI_00551_C3,ALI_00551,recommendation_stream,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a high-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 16.31 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.4130
S4_ALI_00551_C4,ALI_00551,recommendation_stream,conflict_resolution,A4,privacy_trusted_edge,"Deploy a high-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 16.31 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2789
S4_ALI_00551_C5,ALI_00551,recommendation_stream,conflict_resolution,A5,burstable_gpu_edge,"Deploy a high-priority training workload of type rec as an edge stream task. The workload requests 0.50 GPU units and has observed duration 16.31 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, low_latency, priority_awareness, resource_reservation, user_profile_awareness.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,latency_risk,NONE,0.0824
S4_ALI_00552_C1,ALI_00552,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.37 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.2636
S4_ALI_00552_C2,ALI_00552,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.37 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3086
S4_ALI_00552_C3,ALI_00552,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.37 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.4031
S4_ALI_00552_C4,ALI_00552,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.37 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3268
S4_ALI_00552_C5,ALI_00552,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.37 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1146
S4_ALI_00553_C1,ALI_00553,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.16 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.2312
S4_ALI_00553_C2,ALI_00553,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.16 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2312
S4_ALI_00553_C3,ALI_00553,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.16 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.3707
S4_ALI_00553_C4,ALI_00553,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.16 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2944
S4_ALI_00553_C5,ALI_00553,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.16 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.0822
S4_ALI_00554_C1,ALI_00554,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.47 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1538
S4_ALI_00554_C2,ALI_00554,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.47 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.1989
S4_ALI_00554_C3,ALI_00554,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.47 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3384
S4_ALI_00554_C4,ALI_00554,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.47 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2621
S4_ALI_00554_C5,ALI_00554,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.47 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0499
S4_ALI_00555_C1,ALI_00555,generative_ai_stream_inference,data_drift,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.91 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.1998
S4_ALI_00555_C2,ALI_00555,generative_ai_stream_inference,data_drift,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.91 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.1827
S4_ALI_00555_C3,ALI_00555,generative_ai_stream_inference,data_drift,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.91 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.3555
S4_ALI_00555_C4,ALI_00555,generative_ai_stream_inference,data_drift,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.91 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.3039
S4_ALI_00555_C5,ALI_00555,generative_ai_stream_inference,data_drift,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.91 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.1597
S4_ALI_00556_C1,ALI_00556,background_stream_analytics,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1682
S4_ALI_00556_C2,ALI_00556,background_stream_analytics,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2132
S4_ALI_00556_C3,ALI_00556,background_stream_analytics,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3527
S4_ALI_00556_C4,ALI_00556,background_stream_analytics,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2314
S4_ALI_00556_C5,ALI_00556,background_stream_analytics,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0192
S4_ALI_00557_C1,ALI_00557,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.02 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.1357
S4_ALI_00557_C2,ALI_00557,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.02 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.1807
S4_ALI_00557_C3,ALI_00557,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.02 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2752
S4_ALI_00557_C4,ALI_00557,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.02 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.1989
S4_ALI_00557_C5,ALI_00557,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.02 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,-0.0133
S4_ALI_00558_C1,ALI_00558,embedding_stream_service,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority online inference workload of type embedding as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.09 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.2330
S4_ALI_00558_C2,ALI_00558,embedding_stream_service,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority online inference workload of type embedding as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.09 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2330
S4_ALI_00558_C3,ALI_00558,embedding_stream_service,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority online inference workload of type embedding as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.09 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.3725
S4_ALI_00558_C4,ALI_00558,embedding_stream_service,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority online inference workload of type embedding as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.09 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2962
S4_ALI_00558_C5,ALI_00558,embedding_stream_service,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority online inference workload of type embedding as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.09 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.0840
S4_ALI_00559_C1,ALI_00559,recommendation_stream,unseen_task,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.38 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness.",negative ready delay indicates missing or abnormal readiness information,refuse,latency_risk,NONE,0.1724
S4_ALI_00559_C2,ALI_00559,recommendation_stream,unseen_task,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.38 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness.",negative ready delay indicates missing or abnormal readiness information,refuse,latency_risk,NONE,0.1732
S4_ALI_00559_C3,ALI_00559,recommendation_stream,unseen_task,A3,low_latency_gpu_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.38 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness.",negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2862
S4_ALI_00559_C4,ALI_00559,recommendation_stream,unseen_task,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.38 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness.",negative ready delay indicates missing or abnormal readiness information,refuse,latency_risk,NONE,0.1924
S4_ALI_00559_C5,ALI_00559,recommendation_stream,unseen_task,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type rec as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.38 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: low_latency, priority_awareness, user_profile_awareness.",negative ready delay indicates missing or abnormal readiness information,refuse,latency_risk,NONE,0.1262
S4_ALI_00560_C1,ALI_00560,generative_ai_stream_inference,data_drift,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.24 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.2643
S4_ALI_00560_C2,ALI_00560,generative_ai_stream_inference,data_drift,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.24 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.2472
S4_ALI_00560_C3,ALI_00560,generative_ai_stream_inference,data_drift,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.24 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.4200
S4_ALI_00560_C4,ALI_00560,generative_ai_stream_inference,data_drift,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.24 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.3684
